월,디비전,국가,거래선,모델,수량,매출,비용1,비용2,비용3,영업이익
202501,Mobile,DE,Costco,QLED85_Q80,488,400604,172771,44194,5881,16402
202501,Mobile,US,Target,Galaxy_S24U,258,29146,184854,57075,3030,89933
202505,Display,DE,Costco,Jet_Cleaner,395,340325,218519,61599,29536,346
202508,Appliances,US,Amazon,OLED_Monitor34,214,34089,131631,30422,21097,135654
202606,TV,PL,Costco,OLED_Monitor34,189,237653,127532,30954,8333,-7069
202504,Display,US,Walmart,OLED65_G4,466,311252,43437,36703,8095,111339
202610,Display,US,Walmart,OLED_Monitor34,96,457359,166470,14190,9152,81180
202501,TV,US,Walmart,NeoQLED_75,74,166017,219134,3538,27009,-9545
202603,Mobile,US,Amazon,Bespoke_4Door,28,445178,32909,61051,25066,20950
202608,Mobile,KR,Amazon,QLED85_Q80,307,169464,207928,49722,29987,38497
202504,Display,DE,Amazon,NeoQLED_75,147,233218,181783,58824,15654,-7512
202509,Appliances,DE,BestBuy,Galaxy_ZFold6,486,98273,6392,59212,19292,108979
202610,TV,UK,Walmart,Galaxy_S24U,476,114986,156338,33155,8752,67015
202612,Appliances,KR,Walmart,Galaxy_ZFold6,221,285026,173678,76006,19843,116426
202608,Display,DE,Amazon,Galaxy_ZFold6,60,456630,171060,57589,3059,92137
202510,Appliances,KR,BestBuy,Jet_Cleaner,263,194925,175458,18689,17916,17845
202612,Display,US,BestBuy,OLED77_C4,474,244112,62496,38215,16154,139428
202603,TV,US,Amazon,OLED65_G4,293,25712,125641,79768,4330,18849
202503,Appliances,DE,BestBuy,Jet_Cleaner,72,147087,81211,5762,1143,19416
202502,Appliances,PL,Amazon,SmartMonitor_M8,117,327284,204827,77901,13239,58632
202610,TV,DE,Walmart,NeoQLED_75,386,46561,25854,43046,15010,52733
202505,TV,PL,Costco,QLED85_Q80,473,371004,176321,17123,8890,47218
202612,Display,US,Walmart,OLED65_G4,85,395230,215451,31989,16153,141538
202501,Display,UK,Walmart,Jet_Cleaner,29,97390,219336,8419,18552,49386
202511,Display,US,Target,Galaxy_ZFold6,477,25634,133286,58102,22140,58954
202512,Display,KR,Walmart,QLED85_Q80,29,483704,179759,10330,23403,-7063
202503,Display,US,Target,Galaxy_A55,82,199521,12805,59836,8893,82257
202611,TV,US,BestBuy,Grande_Washer,478,161780,174243,31126,25253,49366
202604,Appliances,KR,Amazon,Grande_Washer,477,32485,11199,14506,29535,4310
202602,Mobile,US,BestBuy,OLED77_C4,138,261121,189233,69884,17649,122174
202512,Mobile,DE,BestBuy,Grande_Washer,345,282421,223444,53299,21668,43680
202608,Display,US,Costco,Galaxy_A55,152,303965,186267,51861,21417,100076
202604,Mobile,KR,Amazon,NeoQLED_75,445,351084,20022,54614,29213,70212
202609,Appliances,US,Costco,Jet_Cleaner,104,213701,86381,46043,13088,-7248
202508,Appliances,KR,Costco,NeoQLED_75,356,12404,84934,56685,2395,109995
202605,Display,PL,Costco,Galaxy_A55,354,230026,185584,57323,1075,90390
202605,Mobile,KR,Walmart,Jet_Cleaner,276,21239,213445,59336,22476,131489
202507,TV,UK,BestBuy,NeoQLED_75,362,102918,172933,36913,10348,28538
202603,TV,DE,Amazon,Jet_Cleaner,236,336757,49697,13653,25642,126264
202509,Display,US,Walmart,Galaxy_S24U,247,173842,223241,27010,5981,134559
202504,Appliances,DE,Costco,NeoQLED_75,264,451978,215210,56668,13349,131204
202508,Mobile,US,Costco,Galaxy_ZFold6,386,116027,110094,21354,9023,3481
202510,Appliances,PL,Costco,NeoQLED_75,376,409437,224393,70975,14128,31862
202603,Display,DE,Costco,Bespoke_4Door,402,144408,201100,46446,1385,-4548
202611,Appliances,US,Target,QLED85_Q80,475,348227,22132,2470,19332,124811
202606,Mobile,PL,Target,OLED65_G4,132,456646,104308,59225,18944,123212
202602,Appliances,UK,Costco,OLED77_C4,304,47867,237131,37562,24161,69770
202505,Display,US,Target,OLED65_G4,179,415910,49440,27838,24647,115317
202509,TV,PL,Amazon,Grande_Washer,274,10916,128095,24863,16437,50712
202601,TV,UK,Costco,NeoQLED_75,313,165365,171990,16029,20759,75172
202607,Mobile,UK,Target,Galaxy_S24U,63,494946,126602,40483,20682,60375
202511,Display,UK,Target,Galaxy_ZFold6,341,106811,121999,45131,11171,90899
202512,Display,US,BestBuy,Galaxy_S24U,106,52474,137128,65880,2846,123539
202503,Appliances,PL,BestBuy,Galaxy_S24U,109,27767,158013,19636,21737,124429
202502,TV,US,Amazon,Grande_Washer,358,149070,30772,36251,5404,-9659
202611,Mobile,KR,Costco,Galaxy_ZFold6,152,199850,192995,55915,11477,87325
202610,Mobile,DE,BestBuy,OLED77_C4,384,174665,155453,42973,24101,53038
202603,Mobile,PL,Costco,Grande_Washer,133,32787,65046,76856,22682,62805
202505,Appliances,PL,BestBuy,Galaxy_S24U,25,181604,94212,62896,1815,146225
202507,Display,US,Costco,Grande_Washer,160,171976,64806,19276,14856,125193
202504,Mobile,KR,Target,Galaxy_ZFold6,333,313623,90641,20586,28003,92360
202505,Appliances,PL,Target,OLED65_G4,113,55713,180484,18446,12950,140001
202604,Mobile,KR,Amazon,Grande_Washer,172,187454,113397,55642,11527,72181
202603,Appliances,DE,Walmart,Bespoke_4Door,334,209719,182772,43474,19766,10767
202604,TV,PL,Target,OLED65_G4,161,26297,191347,69616,14796,91932
202504,Appliances,KR,BestBuy,Galaxy_A55,29,413036,145993,52364,21605,31337
202506,Display,KR,Costco,Galaxy_S24U,486,244219,113462,75105,12042,143125
202606,TV,KR,Costco,OLED_Monitor34,450,381907,81770,62010,26587,8202
202503,TV,KR,Amazon,QLED85_Q80,291,325623,225739,28085,11039,108278
202610,Mobile,US,Target,OLED77_C4,333,169857,186974,4001,13219,86718
202612,TV,PL,Walmart,SmartMonitor_M8,340,197867,98683,75738,17845,133793
202505,Appliances,US,Walmart,OLED_Monitor34,209,37381,76477,46409,16018,133304
202502,Display,KR,Walmart,Grande_Washer,165,352565,40690,78545,27279,125839
202611,TV,UK,Walmart,Galaxy_A55,108,273877,12375,68688,9583,129470
202604,Display,PL,Target,OLED_Monitor34,117,15534,11855,57179,6422,53660
202506,Appliances,US,Target,OLED77_C4,71,374419,123783,29916,10906,21871
202603,Appliances,KR,Walmart,Galaxy_S24U,484,330653,38972,17033,15506,126071
202606,Display,KR,Costco,OLED65_G4,469,143209,194931,78391,15955,34127
202506,Appliances,PL,Costco,Grande_Washer,467,150807,53388,43920,14856,35466
202601,Display,DE,Costco,Grande_Washer,362,183568,26600,10510,13884,125980
202612,Mobile,PL,BestBuy,Galaxy_ZFold6,355,201843,180527,43043,11943,109935
202601,Appliances,US,Target,OLED_Monitor34,389,103426,56612,55741,29088,72156
202501,Mobile,DE,Costco,OLED77_C4,284,146027,166319,72918,6453,142024
202604,TV,PL,Target,Galaxy_S24U,365,177747,195934,69455,16469,16685
202504,TV,PL,Walmart,Galaxy_ZFold6,31,307924,175541,76427,22558,114513
202605,Mobile,PL,Target,Grande_Washer,369,280694,248465,59142,3059,38400
202606,TV,UK,Walmart,OLED65_G4,475,41677,29871,40805,15808,121374
202604,TV,PL,Amazon,Bespoke_4Door,496,203917,23949,45126,23336,88136
202501,TV,US,Target,OLED77_C4,113,497000,195595,36990,4848,25385
202506,TV,KR,BestBuy,QLED85_Q80,27,381913,80912,21308,5978,90371
202511,Appliances,US,Target,OLED65_G4,429,277255,241562,42564,16278,37635
202506,TV,PL,Target,Galaxy_A55,430,27744,119302,51230,13275,24380
202605,Appliances,DE,Costco,NeoQLED_75,306,419131,87318,30639,13290,57586
202504,Display,UK,Amazon,Galaxy_A55,189,443765,30608,74964,15211,125115
202602,TV,UK,Costco,Grande_Washer,94,365765,237558,43042,10230,60840
202602,Display,UK,Walmart,QLED85_Q80,308,169385,35076,25997,13015,132297
202608,Mobile,DE,Amazon,QLED85_Q80,108,380425,90282,4281,8851,53378
202508,Mobile,DE,Amazon,Jet_Cleaner,91,200947,228432,44212,5275,9855
202610,Appliances,DE,Amazon,Galaxy_ZFold6,171,150799,223178,26895,2924,96627
202502,Mobile,DE,Target,Bespoke_4Door,10,183247,212140,30136,1219,118442
202505,Appliances,US,Costco,Bespoke_4Door,412,21199,246418,67945,14443,110360
202504,Display,KR,Walmart,OLED_Monitor34,67,404408,96823,66601,29933,135137
202510,Display,DE,Target,OLED_Monitor34,261,406294,223939,77250,23570,81463
202608,TV,KR,BestBuy,Galaxy_S24U,151,195839,151143,59706,29516,85774
202612,Display,PL,BestBuy,Galaxy_ZFold6,403,371894,193874,31253,19196,48072
202609,Mobile,KR,BestBuy,NeoQLED_75,94,411016,231989,31236,19778,117142
202503,Appliances,PL,Costco,OLED65_G4,458,36824,136908,5943,29297,55050
202604,Appliances,UK,Target,NeoQLED_75,26,317717,68293,21632,18244,95132
202510,TV,PL,Amazon,OLED77_C4,59,235122,74291,77975,12692,43732
202603,TV,US,Target,Galaxy_S24U,171,482862,163992,12334,17006,12789
202504,Mobile,PL,Target,SmartMonitor_M8,186,320552,150739,18331,26259,104884
202501,Appliances,UK,Amazon,Grande_Washer,462,456174,165507,18114,13102,125085
202610,TV,UK,BestBuy,Galaxy_ZFold6,368,81569,207730,43587,29709,32208
202603,Display,KR,Amazon,Jet_Cleaner,259,374352,91779,26293,28638,72569
202510,Mobile,KR,BestBuy,Galaxy_ZFold6,23,27540,28449,36297,13569,13894
202608,Display,UK,Target,Galaxy_S24U,246,392489,81940,55771,9847,74326
202610,Appliances,PL,BestBuy,Jet_Cleaner,114,429065,111446,7108,7520,26198
202606,TV,PL,Amazon,Jet_Cleaner,430,336614,42309,7563,13684,77859
202604,Mobile,DE,Walmart,NeoQLED_75,463,417723,228034,55207,14358,-10
202609,Mobile,US,BestBuy,Jet_Cleaner,303,164265,34698,78040,22624,133706
202509,TV,PL,Costco,Grande_Washer,80,21793,77271,32622,21410,52836
202612,TV,UK,Target,OLED65_G4,271,289004,166177,68067,28621,5384
202607,Appliances,US,Amazon,Grande_Washer,390,367810,201610,24043,24471,695
202605,Display,KR,Amazon,OLED_Monitor34,93,472435,34707,47534,26487,15895
202510,Display,UK,Walmart,Jet_Cleaner,433,90969,18780,46683,21379,83330
202607,Display,UK,BestBuy,Jet_Cleaner,144,414960,73471,44723,24769,6888
202508,Appliances,KR,Target,Galaxy_ZFold6,491,197513,217148,41935,12239,106946
202607,TV,PL,Target,OLED_Monitor34,274,355944,71095,34566,2978,32282
202505,Mobile,KR,BestBuy,Galaxy_ZFold6,33,387405,50622,24704,13603,73547
202502,Display,UK,Target,OLED_Monitor34,10,226912,152502,61915,14469,10794
202603,TV,PL,Costco,Galaxy_ZFold6,367,189625,189046,54871,17344,120578
202605,Display,KR,BestBuy,OLED_Monitor34,345,469802,137269,30238,17229,85451
202510,Appliances,PL,Costco,Grande_Washer,123,188342,130260,68537,3481,69395
202609,Appliances,US,Costco,Galaxy_ZFold6,478,290224,225871,45678,11234,79378
202609,TV,PL,Amazon,Galaxy_ZFold6,426,54950,148988,5256,6390,137117
202610,Appliances,UK,Target,QLED85_Q80,278,323748,152276,12978,6702,5797
202502,Mobile,KR,Target,OLED77_C4,181,428524,172744,57638,28719,39841
202509,Appliances,PL,Walmart,OLED77_C4,474,27971,65581,53497,11172,137664
202502,Mobile,DE,Target,Jet_Cleaner,314,406450,17178,24819,15820,74069
202606,Display,KR,BestBuy,OLED65_G4,319,143263,115592,15488,1120,26548
202512,Appliances,KR,Costco,NeoQLED_75,314,82855,147786,66845,1722,51136
202603,Mobile,DE,BestBuy,OLED_Monitor34,110,332389,49617,40081,28415,145144
202609,Display,PL,Target,OLED65_G4,208,112228,107288,23424,1203,71406
202608,Display,US,BestBuy,Galaxy_A55,127,256609,123699,78500,27302,43237
202506,Display,UK,Target,OLED65_G4,415,263825,44960,64187,22670,87527
202606,Display,US,Walmart,QLED85_Q80,494,295082,243616,58085,17761,108701
202601,TV,UK,Walmart,Galaxy_S24U,409,463884,232749,43517,10507,144354
202504,Mobile,UK,Target,OLED77_C4,361,211610,33991,75186,1115,53835
202512,TV,KR,BestBuy,Galaxy_A55,482,314783,169054,75882,22324,70809
202509,Display,UK,Costco,Bespoke_4Door,205,460712,68770,57174,16373,32193
202502,Appliances,KR,Target,Galaxy_ZFold6,169,105762,229317,27496,26279,26064
202604,Mobile,DE,Walmart,OLED77_C4,370,362513,52505,75217,25683,28660
202501,Mobile,UK,Amazon,Bespoke_4Door,220,195963,188550,37638,16145,146650
202504,Display,DE,Target,Galaxy_S24U,442,118089,190769,30132,17376,90589
202603,Appliances,US,Amazon,SmartMonitor_M8,191,324585,108343,51658,15411,137477
202608,Appliances,KR,Amazon,Bespoke_4Door,139,347070,143192,22159,16087,84131
202501,Mobile,KR,Costco,SmartMonitor_M8,23,249166,27678,39006,22527,116368
202608,TV,PL,Walmart,Galaxy_S24U,393,144087,26465,34801,27755,74126
202603,Appliances,UK,Target,Galaxy_ZFold6,52,17805,225906,27151,23116,67759
202503,Mobile,PL,Amazon,Galaxy_S24U,84,151354,191027,47506,1419,140049
202601,Appliances,PL,Walmart,Galaxy_A55,138,466618,109307,47412,5082,32942
202606,Display,DE,Walmart,Galaxy_S24U,383,452560,11892,18230,8813,62578
202601,Appliances,KR,Walmart,Galaxy_S24U,373,165456,69826,7904,22480,123248
202510,TV,DE,Walmart,Jet_Cleaner,93,207489,183059,45524,19314,141562
202608,TV,KR,Walmart,NeoQLED_75,136,75782,14569,8952,26185,88372
202612,TV,KR,Walmart,OLED_Monitor34,292,192476,194307,40201,19117,33324
202507,Mobile,PL,BestBuy,SmartMonitor_M8,159,90786,208768,37959,15298,76374
202508,Appliances,DE,BestBuy,Grande_Washer,382,256629,41607,57322,3238,490
202501,TV,DE,Walmart,Grande_Washer,307,201414,41795,73205,18186,59231
202606,Display,KR,BestBuy,OLED65_G4,480,212176,111985,76465,23421,63833
202512,Display,DE,Target,Grande_Washer,411,78270,50203,78375,23864,145079
202606,Display,UK,Costco,Galaxy_A55,40,150030,142763,52622,9185,80321
202612,Mobile,DE,BestBuy,OLED77_C4,27,245646,15601,44210,12865,43271
202512,TV,US,BestBuy,Jet_Cleaner,54,398945,105184,11117,10782,97652
202608,TV,DE,Amazon,OLED77_C4,137,43899,139401,7567,18266,89348
202509,Appliances,UK,Costco,Galaxy_A55,227,211073,39487,5559,22859,88404
202502,Mobile,DE,Walmart,NeoQLED_75,230,176235,216871,37189,5383,126090
202602,Display,UK,Walmart,Galaxy_ZFold6,453,402862,153956,37395,18275,97006
202504,Appliances,US,Walmart,OLED_Monitor34,382,64982,124000,58946,5744,30108
202603,Display,PL,Target,Bespoke_4Door,257,148386,228321,32307,15548,-3997
202605,Display,KR,Amazon,Grande_Washer,416,335375,148957,27967,26218,63264
202607,TV,KR,Costco,Galaxy_ZFold6,46,472447,57025,43539,27462,131690
202506,Appliances,KR,BestBuy,Galaxy_S24U,169,285264,70686,45520,9528,38208
202509,Mobile,US,Amazon,QLED85_Q80,203,49830,72617,45656,17128,70612
202605,Display,US,BestBuy,OLED77_C4,490,428054,17740,50234,7084,-2182
202603,TV,UK,Target,Grande_Washer,305,80688,136507,72654,21249,127411
202505,TV,US,Amazon,OLED_Monitor34,372,325033,222697,33603,13137,69366
202606,Display,PL,Amazon,OLED65_G4,244,495913,108281,12062,6863,1710
202611,TV,UK,BestBuy,Jet_Cleaner,318,283719,106062,30878,10711,96402
202504,TV,PL,Amazon,Galaxy_ZFold6,263,67972,89670,5616,19342,22364
202609,Display,PL,Costco,QLED85_Q80,429,394421,187479,4018,25215,97504
202612,Mobile,DE,BestBuy,Galaxy_A55,64,350878,49742,57890,22254,-3412
202502,Display,KR,Walmart,Grande_Washer,495,441887,63676,59036,10894,12115
202607,Appliances,PL,Target,Galaxy_ZFold6,359,366838,92005,79245,8190,149871
202505,Display,KR,BestBuy,Grande_Washer,257,393425,145441,28381,7318,8611
202504,Display,UK,Walmart,OLED65_G4,276,167232,60607,49184,12911,8381
202505,Mobile,KR,BestBuy,Grande_Washer,418,324550,244207,4801,14984,14794
202607,Display,US,Target,Galaxy_A55,208,467106,6629,68892,14934,12967
202601,Display,KR,Walmart,Grande_Washer,107,294157,193460,20166,21777,96856
202604,TV,US,BestBuy,Grande_Washer,276,476836,201649,71086,12657,110543
202512,Display,DE,BestBuy,OLED_Monitor34,235,379183,180413,70829,27120,28259
202509,Mobile,DE,Costco,Jet_Cleaner,19,155370,175976,26651,22750,97601
202612,TV,PL,Target,NeoQLED_75,59,265609,80149,76949,12035,102222
202604,Display,US,Costco,Galaxy_S24U,397,193102,11826,4150,7114,65333
202602,TV,US,Costco,SmartMonitor_M8,379,422087,95869,32610,3838,60326
202610,Appliances,KR,Walmart,QLED85_Q80,127,45307,181346,20672,14217,44185
202501,Display,DE,Target,QLED85_Q80,21,388757,82385,15632,29486,-5284
202608,Display,US,Target,Galaxy_A55,489,395748,212186,10821,23219,6861
202611,TV,UK,Costco,Grande_Washer,268,99530,213650,29974,28509,84658
202609,Display,DE,Amazon,OLED65_G4,412,84482,18090,77073,22498,92782
202504,Display,PL,Walmart,Jet_Cleaner,261,29049,83017,63296,29356,14797
202509,Mobile,PL,Costco,SmartMonitor_M8,142,237175,139346,4838,7687,107665
202612,Display,DE,Target,SmartMonitor_M8,405,280483,230913,43112,10615,7153
202607,Mobile,US,Costco,Bespoke_4Door,319,362366,62270,45523,7705,56697
202602,Appliances,PL,BestBuy,NeoQLED_75,194,374418,68448,3023,3198,-9863
202610,Appliances,DE,Target,Grande_Washer,488,218204,167536,47910,13681,38362
202512,TV,KR,Costco,Jet_Cleaner,410,56848,243631,5386,9743,-8446
202504,TV,US,Walmart,Galaxy_ZFold6,141,138776,135735,60685,7586,72745
202507,TV,DE,Costco,Jet_Cleaner,201,358963,103617,64917,29098,4432
202605,TV,KR,Amazon,Galaxy_A55,267,478521,80363,75183,15941,40120
202501,Display,UK,Costco,OLED_Monitor34,368,217978,233330,74169,3571,14229
202602,Mobile,PL,Walmart,OLED65_G4,405,146638,168898,31233,3026,60278
202603,TV,DE,Target,Galaxy_S24U,411,262587,170807,72796,18951,46994
202512,Appliances,US,Amazon,OLED77_C4,376,167350,7009,40592,23726,101665
202512,Display,KR,Costco,OLED_Monitor34,369,63736,234807,67244,16011,42318
202506,Mobile,DE,Costco,Bespoke_4Door,43,32455,198646,29086,9670,47303
202601,Mobile,DE,Amazon,Galaxy_S24U,265,457498,125102,2761,15317,55112
202604,TV,KR,Amazon,Jet_Cleaner,413,32203,90909,11283,6643,117967
202602,TV,DE,Target,OLED65_G4,374,268316,124182,29696,14300,48421
202507,Mobile,US,Amazon,Bespoke_4Door,203,236087,138159,49046,11911,96917
202604,Appliances,PL,BestBuy,Grande_Washer,356,299485,96725,19832,20717,10392
202611,TV,US,Target,Jet_Cleaner,334,242571,79856,78516,20486,23525
202509,Mobile,US,Target,SmartMonitor_M8,101,25713,26848,24380,26478,40564
202602,Display,PL,Costco,OLED_Monitor34,366,428216,107376,41615,26371,103476
202612,Mobile,DE,Walmart,SmartMonitor_M8,264,305381,27435,39561,10819,76572
202507,TV,KR,BestBuy,Galaxy_A55,172,179754,98487,33733,9093,68581
202512,Display,KR,Walmart,OLED77_C4,63,493574,172374,27831,8060,37882
202503,Appliances,UK,Target,Galaxy_S24U,234,104998,226654,67888,25320,21442
202602,Mobile,US,BestBuy,SmartMonitor_M8,493,114555,197205,77061,1654,71563
202607,Mobile,PL,Costco,Galaxy_S24U,386,155906,143787,25924,5322,7108
202511,Mobile,KR,Walmart,Galaxy_S24U,362,209899,61741,36036,21174,13346
202505,Display,PL,Costco,QLED85_Q80,356,81024,185518,45518,23608,119149
202611,TV,KR,BestBuy,OLED77_C4,390,458015,140885,57354,24982,93914
202601,Mobile,PL,Amazon,OLED77_C4,479,182910,134150,67674,2407,-9965
202510,Display,US,BestBuy,Galaxy_A55,74,277817,10865,35047,17416,79702
202507,Mobile,UK,BestBuy,OLED77_C4,436,265281,18480,11951,21069,55131
202605,TV,UK,Costco,Galaxy_S24U,491,148278,78096,9631,14785,144450
202604,Display,US,Costco,NeoQLED_75,167,268639,50672,22545,20186,65728
202508,Appliances,DE,Walmart,Jet_Cleaner,360,287419,6033,36492,28507,50500
202605,Mobile,DE,Amazon,Galaxy_A55,79,52190,136594,51833,11377,132470
202601,TV,PL,BestBuy,OLED77_C4,260,188589,44737,8727,3301,145637
202511,Appliances,US,Amazon,OLED77_C4,184,381961,88262,29676,15733,32068
202608,TV,US,Amazon,SmartMonitor_M8,286,204982,239637,44665,11593,31154
202606,Appliances,PL,Target,OLED_Monitor34,350,186046,82267,41955,18883,15505
202505,TV,PL,Amazon,OLED_Monitor34,281,232838,192167,24183,18649,110538
202506,Appliances,KR,Amazon,Bespoke_4Door,205,468647,147028,78769,27775,116536
202608,Display,UK,Costco,OLED77_C4,488,454274,50357,32496,8106,15856
202602,Appliances,KR,Amazon,Jet_Cleaner,300,176528,141582,24393,29000,116028
202512,TV,PL,Target,Galaxy_A55,224,249766,159055,23049,25317,147284
202504,Mobile,PL,BestBuy,OLED65_G4,373,292279,171065,45213,24797,21386
202507,Appliances,PL,Amazon,Galaxy_S24U,351,412585,238687,18428,9143,37188
202511,TV,KR,Walmart,SmartMonitor_M8,133,59677,209904,36349,12616,134734
202608,Mobile,UK,Walmart,QLED85_Q80,370,410289,20620,10803,27243,41276
202502,Display,PL,Amazon,Galaxy_ZFold6,312,158783,26787,67924,23794,131841
202504,Display,DE,BestBuy,Galaxy_A55,486,174386,67871,73176,8853,132132
202507,Mobile,UK,Walmart,OLED_Monitor34,252,238027,96656,13987,11832,23878
202501,TV,DE,Walmart,Galaxy_A55,194,236273,43766,59257,8191,109671
202603,TV,DE,Costco,SmartMonitor_M8,239,141829,190570,6819,5127,92590
202608,Appliances,UK,Walmart,Jet_Cleaner,109,260492,65870,25234,18640,3975
202610,Display,DE,Walmart,Galaxy_ZFold6,124,433291,87844,18794,11071,143332
202612,Display,US,Amazon,OLED_Monitor34,299,119292,185198,46458,12427,109466
202508,Display,KR,Amazon,Grande_Washer,328,220477,15354,72448,28478,97945
202505,Display,PL,BestBuy,QLED85_Q80,393,17089,225453,11143,5429,38871
202602,TV,US,BestBuy,OLED_Monitor34,86,158528,234533,45521,1945,83734
202606,Display,PL,Walmart,NeoQLED_75,125,67846,21098,16888,29440,145211
202503,Mobile,PL,BestBuy,Jet_Cleaner,149,87171,8168,3129,18828,30079
202502,TV,US,BestBuy,Galaxy_S24U,85,350044,165337,79213,26659,57040
202610,Mobile,PL,Target,Jet_Cleaner,273,455995,42276,39679,17009,92386
202604,Mobile,UK,Costco,NeoQLED_75,383,424321,26951,56309,28956,111203
202602,TV,KR,Costco,Jet_Cleaner,114,21774,167362,74954,17275,149532
202604,Mobile,PL,Target,OLED65_G4,305,263764,225399,8140,12064,60361
202511,Mobile,KR,Target,OLED65_G4,123,113604,249794,24385,8468,6123
202605,Appliances,DE,BestBuy,SmartMonitor_M8,38,84837,220544,32479,17093,67600
202503,Display,PL,Walmart,OLED77_C4,311,185656,41399,36360,18480,140632
202611,Mobile,DE,Target,Grande_Washer,459,58311,151077,79511,23629,127506
202611,Appliances,KR,BestBuy,Galaxy_S24U,99,34660,71181,72272,14945,-779
202505,Appliances,US,Amazon,OLED77_C4,81,370390,116800,14945,12213,-7929
202503,Display,KR,Costco,Galaxy_ZFold6,64,363252,245621,31409,26990,118157
202603,Appliances,UK,Target,Bespoke_4Door,223,228508,242904,43345,15654,116455
202611,Appliances,UK,Target,NeoQLED_75,262,149037,159540,14831,17277,-6636
202505,Mobile,KR,Target,SmartMonitor_M8,483,87625,240210,65378,7209,27436
202610,Display,KR,Costco,Grande_Washer,115,219011,135954,58683,25581,-9748
202503,Display,DE,Target,Bespoke_4Door,110,457800,70936,42231,3714,54253
202506,Mobile,DE,BestBuy,Galaxy_A55,427,15892,60800,35587,15981,-7688
202611,TV,PL,Costco,Galaxy_S24U,253,356162,28951,17881,6333,64544
202602,Appliances,DE,Costco,Jet_Cleaner,250,70836,12193,28955,10145,87248
202612,Mobile,US,Walmart,Galaxy_S24U,394,413749,226179,34780,25400,86913
202502,Appliances,US,Target,Galaxy_ZFold6,110,471003,144111,13386,12090,114628
202606,Display,DE,BestBuy,Galaxy_A55,372,289018,207090,26678,12021,133255
202506,Display,KR,Target,QLED85_Q80,49,422641,82047,2411,2642,17334
202612,Appliances,KR,BestBuy,Galaxy_A55,319,144704,196744,70889,22219,27729
202505,Display,US,Amazon,Bespoke_4Door,396,252866,11608,14231,18903,101963
202602,Display,KR,Target,Galaxy_S24U,474,408425,57604,18540,11123,44970
202605,TV,UK,Costco,SmartMonitor_M8,28,284824,236929,59495,12890,-6342
202511,Display,KR,Walmart,Galaxy_A55,88,238054,71826,67588,8610,135721
202501,Display,US,Target,Galaxy_ZFold6,278,330622,161166,8010,25375,18265
202510,Appliances,PL,Costco,Bespoke_4Door,305,239796,176457,10278,24034,104304
202509,Mobile,DE,Costco,NeoQLED_75,282,248412,65899,32402,5602,2479
202608,Display,DE,Walmart,Galaxy_S24U,417,220422,71842,39239,26667,31921
202512,Display,PL,Amazon,Galaxy_ZFold6,69,343213,160661,3338,28301,130929
202501,Mobile,UK,Amazon,Grande_Washer,373,35146,138018,28876,3945,121290
202612,Mobile,UK,Costco,Galaxy_ZFold6,68,383389,70293,60100,9699,-3531
202606,Mobile,PL,Amazon,Galaxy_S24U,88,70405,96512,13456,6691,102856
202512,Appliances,KR,Target,Jet_Cleaner,443,155034,72716,22703,21356,106372
202502,Display,US,BestBuy,Grande_Washer,39,218233,231851,10227,1394,142695
202501,Display,UK,Amazon,OLED_Monitor34,398,15705,113948,4297,29633,65933
202501,Mobile,UK,BestBuy,OLED_Monitor34,304,295819,123997,49164,17780,4619
202501,TV,PL,BestBuy,Bespoke_4Door,240,485107,88836,24803,23230,36589
202610,Appliances,PL,Costco,Galaxy_S24U,394,408969,92878,50218,19774,26211
202512,Mobile,UK,Amazon,Galaxy_ZFold6,14,260941,35765,30965,18560,-9501
202507,Mobile,KR,BestBuy,Bespoke_4Door,334,267147,177355,72645,10393,64209
202504,Display,DE,Amazon,NeoQLED_75,102,264301,75374,41146,1548,66230
202609,TV,DE,Costco,Galaxy_A55,428,295364,161990,63383,28146,112595
202608,Appliances,DE,Target,NeoQLED_75,235,214350,188969,47451,13699,46922
202504,TV,DE,Costco,Grande_Washer,29,31881,109189,40875,4351,46085
202603,TV,UK,BestBuy,OLED_Monitor34,364,125677,209668,39545,7839,135820
202501,Display,UK,Costco,QLED85_Q80,115,497109,135417,9723,14640,33609
202506,Mobile,DE,Amazon,QLED85_Q80,347,120947,49582,6958,13508,103587
202602,Mobile,DE,Target,NeoQLED_75,214,42322,213231,15319,19360,79251
202602,TV,KR,Target,Grande_Washer,26,215162,11663,36821,25075,57955
202510,Appliances,KR,Target,OLED77_C4,93,100493,67658,72802,21987,88451
202507,Appliances,KR,Target,Grande_Washer,120,181880,202893,60118,16545,61224
202611,Display,US,Target,NeoQLED_75,247,128939,220234,14059,7098,61436
202612,Appliances,KR,Walmart,OLED65_G4,317,403447,168566,8175,10071,104235
202611,Display,KR,Costco,OLED65_G4,116,327253,194543,64221,7366,89696
202610,TV,UK,Amazon,Bespoke_4Door,292,189259,164096,4544,17951,42530
202512,Appliances,DE,Target,Galaxy_S24U,204,133484,200338,37346,10442,125466
202612,Mobile,KR,BestBuy,OLED65_G4,151,468226,71693,78665,6326,87725
202607,TV,KR,Walmart,Jet_Cleaner,468,162423,17554,34393,6264,-9603
202509,Display,KR,Target,Galaxy_S24U,252,67468,74276,65647,18467,2870
202503,TV,UK,Costco,OLED77_C4,482,316608,152323,36674,25102,22345
202504,TV,US,BestBuy,SmartMonitor_M8,122,121770,73404,28076,19266,41110
